txn_id,account_id,txn_date,txn_type,category,amount,balance_after,channel,description,status
263,ABL-10005,2020-07-08,Credit,Shopping,29549.11,628360.77,POS,Shopping via POS,Success
264,ABL-10005,2024-08-31,Debit,Loan Payment,32091.94,596268.83,Online,Loan Payment via Online,Success
265,ABL-10005,2023-07-01,Credit,Salary,24674.25,620943.08,Mobile App,Salary via Mobile App,Success
266,ABL-10005,2024-11-19,Credit,Cash Withdrawal,1184.55,622127.63,ATM,Cash Withdrawal via ATM,Failed
267,ABL-10005,2022-04-25,Credit,Insurance,4056.06,626183.69,Online,Insurance via Online,Success
268,ABL-10005,2022-11-26,Credit,Salary,25342.15,651525.84,ATM,Salary via ATM,Success
269,ABL-10005,2024-05-05,Credit,Shopping,38732.7,690258.54,ATM,Shopping via ATM,Success
270,ABL-10005,2023-08-22,Debit,Cash Withdrawal,38829.12,651429.42,Online,Cash Withdrawal via Online,Success
271,ABL-10005,2022-06-24,Credit,Cash Withdrawal,2846.85,654276.27,Online,Cash Withdrawal via Online,Success
272,ABL-10005,2020-06-25,Debit,Cash Withdrawal,29552.18,624724.09,ATM,Cash Withdrawal via ATM,Success
273,ABL-10005,2023-02-28,Debit,Salary,10513.4,614210.69,Online,Salary via Online,Success
274,ABL-10005,2021-10-24,Debit,Salary,38643.59,575567.1,Branch,Salary via Branch,Pending
275,ABL-10005,2021-02-12,Debit,Investment,45235.9,530331.2,Online,Investment via Online,Success
276,ABL-10005,2021-05-20,Debit,Investment,24598.24,505732.96,POS,Investment via POS,Pending
277,ABL-10005,2022-05-28,Credit,Shopping,43543.45,549276.41,ATM,Shopping via ATM,Success
278,ABL-10005,2024-01-13,Debit,Transfer,29980.35,519296.06,ATM,Transfer via ATM,Success
279,ABL-10005,2021-10-08,Debit,Transfer,35770.9,483525.16,Online,Transfer via Online,Success
280,ABL-10005,2020-10-18,Debit,Shopping,17009.84,466515.32,Online,Shopping via Online,Success
281,ABL-10005,2022-05-03,Credit,Shopping,9444.86,475960.18,POS,Shopping via POS,Success
282,ABL-10005,2024-05-08,Debit,Insurance,5109.54,470850.64,Branch,Insurance via Branch,Success
283,ABL-10005,2024-09-24,Credit,Utility Bill,27854.81,498705.45,Branch,Utility Bill via Branch,Success
284,ABL-10005,2020-11-19,Credit,Loan Payment,34593.66,533299.11,ATM,Loan Payment via ATM,Success
285,ABL-10005,2021-06-02,Debit,Shopping,4676.26,528622.85,Mobile App,Shopping via Mobile App,Success
286,ABL-10005,2022-05-28,Debit,Shopping,43353.14,485269.71,ATM,Shopping via ATM,Success
287,ABL-10005,2023-02-15,Credit,Shopping,20711.15,505980.86,ATM,Shopping via ATM,Pending
288,ABL-10005,2021-08-17,Credit,Salary,29815.68,535796.54,ATM,Salary via ATM,Success
289,ABL-10005,2025-02-23,Credit,Shopping,26863.24,562659.78,Online,Shopping via Online,Success
290,ABL-10005,2023-02-09,Credit,Cash Withdrawal,17979.25,580639.03,POS,Cash Withdrawal via POS,Success
291,ABL-10005,2023-02-16,Debit,Investment,8992.72,571646.31,ATM,Investment via ATM,Success
292,ABL-10005,2025-03-20,Credit,Insurance,40832.8,612479.11,ATM,Insurance via ATM,Success
293,ABL-10005,2023-09-16,Debit,Salary,38598.42,573880.69,ATM,Salary via ATM,Success
294,ABL-10006,2020-08-02,Debit,Insurance,38349.96,78495.64,ATM,Insurance via ATM,Success
295,ABL-10006,2024-10-14,Debit,Transfer,10813.83,67681.81,Branch,Transfer via Branch,Success
296,ABL-10006,2022-03-03,Debit,Insurance,12353.88,55327.93,Mobile App,Insurance via Mobile App,Success
297,ABL-10006,2023-02-03,Credit,Cash Withdrawal,43457.11,98785.04,Branch,Cash Withdrawal via Branch,Success
298,ABL-10006,2024-07-10,Debit,Salary,18954.11,79830.93,Branch,Salary via Branch,Pending
299,ABL-10006,2023-10-28,Credit,Salary,44052.29,123883.22,POS,Salary via POS,Pending
300,ABL-10006,2020-08-29,Debit,Investment,9155.27,114727.95,Online,Investment via Online,Success
301,ABL-10006,2023-03-18,Debit,Cash Withdrawal,19402.07,95325.88,Mobile App,Cash Withdrawal via Mobile App,Success
302,ABL-10006,2025-01-19,Debit,Salary,14003.73,81322.15,Online,Salary via Online,Success
303,ABL-10006,2023-07-08,Credit,Shopping,47250.39,128572.54,ATM,Shopping via ATM,Failed
304,ABL-10006,2022-02-09,Credit,Utility Bill,9565.69,138138.23,POS,Utility Bill via POS,Success
305,ABL-10006,2022-01-05,Credit,Loan Payment,20662.57,158800.8,Mobile App,Loan Payment via Mobile App,Success
306,ABL-10006,2023-10-25,Debit,Cash Withdrawal,16199.23,142601.57,Branch,Cash Withdrawal via Branch,Success
307,ABL-10006,2020-10-25,Debit,Utility Bill,10432.65,132168.92,Online,Utility Bill via Online,Success
308,ABL-10006,2021-06-14,Debit,Transfer,18036.61,114132.31,Branch,Transfer via Branch,Success
309,ABL-10006,2023-07-01,Debit,Shopping,26634.44,87497.87,POS,Shopping via POS,Success
310,ABL-10006,2021-11-14,Credit,Investment,38868.74,126366.61,Mobile App,Investment via Mobile App,Success
311,ABL-10006,2021-01-08,Debit,Cash Withdrawal,6599.75,119766.86,Online,Cash Withdrawal via Online,Success
312,ABL-10006,2024-05-21,Credit,Insurance,37922.47,157689.33,Branch,Insurance via Branch,Success
313,ABL-10006,2025-02-09,Debit,Insurance,48930.06,108759.27,Mobile App,Insurance via Mobile App,Success
314,ABL-10006,2023-01-07,Debit,Salary,49851.08,58908.19,ATM,Salary via ATM,Success
315,ABL-10006,2023-01-15,Debit,Cash Withdrawal,25145.64,33762.55,POS,Cash Withdrawal via POS,Success
316,ABL-10006,2022-10-26,Credit,Utility Bill,22127.95,55890.5,ATM,Utility Bill via ATM,Success
317,ABL-10006,2025-01-09,Credit,Loan Payment,27382.98,83273.48,Online,Loan Payment via Online,Success
318,ABL-10006,2022-10-26,Debit,Transfer,46655.14,36618.34,Branch,Transfer via Branch,Success
319,ABL-10006,2023-02-21,Debit,Salary,40055.26,0.0,POS,Salary via POS,Success
320,ABL-10006,2024-04-27,Debit,Utility Bill,30196.7,0.0,POS,Utility Bill via POS,Failed
321,ABL-10006,2022-12-11,Credit,Shopping,6576.04,6576.04,ATM,Shopping via ATM,Success
322,ABL-10006,2023-07-28,Credit,Transfer,35949.54,42525.58,Mobile App,Transfer via Mobile App,Success
323,ABL-10006,2021-12-16,Debit,Shopping,14855.28,27670.3,Branch,Shopping via Branch,Success
324,ABL-10006,2024-09-24,Credit,Utility Bill,13117.59,40787.89,Online,Utility Bill via Online,Success
325,ABL-10006,2020-10-14,Credit,Salary,10653.99,51441.88,Branch,Salary via Branch,Success
326,ABL-10006,2021-03-21,Credit,Insurance,41489.9,92931.78,Mobile App,Insurance via Mobile App,Success
327,ABL-10006,2024-02-07,Debit,Shopping,25949.26,66982.52,Branch,Shopping via Branch,Success
328,ABL-10006,2022-09-01,Credit,Salary,2066.53,69049.05,Online,Salary via Online,Success
329,ABL-10006,2022-08-24,Credit,Investment,46112.69,115161.74,POS,Investment via POS,Success
330,ABL-10006,2021-05-24,Debit,Loan Payment,11479.44,103682.3,Online,Loan Payment via Online,Success
331,ABL-10006,2024-01-29,Credit,Utility Bill,28833.77,132516.07,POS,Utility Bill via POS,Success
332,ABL-10006,2020-10-04,Credit,Cash Withdrawal,11619.11,144135.18,POS,Cash Withdrawal via POS,Success
333,ABL-10006,2020-07-19,Debit,Salary,44209.37,99925.81,Mobile App,Salary via Mobile App,Success
334,ABL-10006,2025-01-15,Debit,Transfer,19767.29,80158.52,Mobile App,Transfer via Mobile App,Success
335,ABL-10006,2022-12-27,Debit,Investment,5656.57,74501.95,Online,Investment via Online,Success
336,ABL-10006,2022-03-07,Debit,Insurance,34387.97,40113.98,ATM,Insurance via ATM,Success
337,ABL-10007,2026-09-16,Credit,Utility Bill,34468.58,273111.6,Mobile App,Utility Bill via Mobile App,Success
338,ABL-10007,2023-07-26,Debit,Loan Payment,1955.83,271155.77,POS,Loan Payment via POS,Success
339,ABL-10007,2024-10-03,Debit,Shopping,34798.58,236357.19,Mobile App,Shopping via Mobile App,Success
340,ABL-10007,2022-04-20,Debit,Salary,37201.87,199155.32,Online,Salary via Online,Pending
341,ABL-10007,2025-10-27,Credit,Cash Withdrawal,18199.71,217355.03,POS,Cash Withdrawal via POS,Success
342,ABL-10007,2023-02-21,Debit,Salary,46002.01,171353.02,ATM,Salary via ATM,Success
343,ABL-10007,2022-03-23,Debit,Transfer,48024.59,123328.43,Mobile App,Transfer via Mobile App,Failed
344,ABL-10007,2022-09-26,Credit,Salary,3787.95,127116.38,Branch,Salary via Branch,Pending
345,ABL-10007,2023-01-17,Credit,Investment,16648.29,143764.67,Mobile App,Investment via Mobile App,Pending
346,ABL-10007,2024-02-04,Debit,Salary,21578.33,122186.34,Mobile App,Salary via Mobile App,Success
347,ABL-10007,2023-02-06,Credit,Cash Withdrawal,32266.36,154452.7,ATM,Cash Withdrawal via ATM,Success
348,ABL-10007,2024-12-09,Credit,Shopping,35946.41,190399.11,ATM,Shopping via ATM,Success
349,ABL-10007,2025-04-10,Debit,Shopping,5382.49,185016.62,Branch,Shopping via Branch,Success
350,ABL-10007,2024-03-06,Debit,Investment,28663.9,156352.72,POS,Investment via POS,Success
351,ABL-10007,2025-01-02,Credit,Shopping,1260.4,157613.12,Mobile App,Shopping via Mobile App,Success
352,ABL-10007,2025-07-28,Credit,Cash Withdrawal,9359.53,166972.65,Online,Cash Withdrawal via Online,Success
353,ABL-10007,2024-08-14,Debit,Utility Bill,28390.26,138582.39,Mobile App,Utility Bill via Mobile App,Success
354,ABL-10007,2022-11-21,Credit,Transfer,42465.58,181047.97,POS,Transfer via POS,Success
355,ABL-10007,2025-06-16,Debit,Salary,39295.98,141751.99,POS,Salary via POS,Success
356,ABL-10007,2026-07-18,Credit,Cash Withdrawal,22609.58,164361.57,POS,Cash Withdrawal via POS,Success
357,ABL-10007,2024-12-09,Debit,Investment,37041.8,127319.77,Mobile App,Investment via Mobile App,Success
358,ABL-10007,2026-04-25,Debit,Salary,6743.46,120576.31,ATM,Salary via ATM,Success
359,ABL-10007,2027-01-05,Debit,Salary,35583.3,84993.01,POS,Salary via POS,Success
360,ABL-10008,2023-06-06,Credit,Transfer,4458.74,308448.89,Online,Transfer via Online,Success
361,ABL-10008,2026-06-19,Credit,Insurance,38428.57,346877.46,Mobile App,Insurance via Mobile App,Success
362,ABL-10008,2022-01-04,Credit,Insurance,32781.25,379658.71,POS,Insurance via POS,Success
363,ABL-10008,2024-01-27,Debit,Loan Payment,18985.06,360673.65,Online,Loan Payment via Online,Success
364,ABL-10008,2023-08-05,Credit,Transfer,25834.41,386508.06,Branch,Transfer via Branch,Success
365,ABL-10008,2021-11-06,Debit,Shopping,48637.46,337870.6,POS,Shopping via POS,Success
366,ABL-10008,2025-05-08,Debit,Cash Withdrawal,14133.98,323736.62,Mobile App,Cash Withdrawal via Mobile App,Success
367,ABL-10008,2025-06-26,Debit,Shopping,49768.65,273967.97,POS,Shopping via POS,Success
368,ABL-10008,2024-03-29,Debit,Insurance,21270.45,252697.52,Branch,Insurance via Branch,Success
369,ABL-10008,2023-03-03,Debit,Utility Bill,6015.05,246682.47,ATM,Utility Bill via ATM,Success
370,ABL-10008,2023-03-31,Credit,Loan Payment,3719.02,250401.49,Mobile App,Loan Payment via Mobile App,Success
371,ABL-10008,2026-01-06,Debit,Insurance,27127.22,223274.27,Mobile App,Insurance via Mobile App,Success
372,ABL-10008,2023-07-19,Credit,Salary,14264.66,237538.93,Branch,Salary via Branch,Success
373,ABL-10008,2025-08-18,Debit,Shopping,8237.19,229301.74,POS,Shopping via POS,Success
374,ABL-10008,2022-06-21,Debit,Insurance,40803.49,188498.25,Mobile App,Insurance via Mobile App,Success
375,ABL-10008,2026-01-14,Credit,Utility Bill,18420.74,206918.99,Branch,Utility Bill via Branch,Success
376,ABL-10008,2022-04-27,Debit,Transfer,44737.44,162181.55,Online,Transfer via Online,Success
377,ABL-10008,2025-12-29,Debit,Cash Withdrawal,7207.55,154974.0,Online,Cash Withdrawal via Online,Success
378,ABL-10008,2026-07-09,Debit,Salary,32523.59,122450.41,ATM,Salary via ATM,Success
379,ABL-10008,2023-05-19,Debit,Loan Payment,33954.19,88496.22,Branch,Loan Payment via Branch,Success
380,ABL-10008,2022-10-30,Credit,Shopping,42035.89,130532.11,Online,Shopping via Online,Success
381,ABL-10008,2026-09-10,Credit,Transfer,13706.06,144238.17,Mobile App,Transfer via Mobile App,Success
382,ABL-10008,2025-04-07,Credit,Utility Bill,44051.53,188289.7,Branch,Utility Bill via Branch,Pending
383,ABL-10008,2022-04-15,Credit,Cash Withdrawal,32202.03,220491.73,Branch,Cash Withdrawal via Branch,Success
384,ABL-10008,2022-01-12,Debit,Transfer,25462.47,195029.26,Online,Transfer via Online,Success
385,ABL-10008,2023-05-09,Debit,Insurance,15038.23,179991.03,POS,Insurance via POS,Success
386,ABL-10008,2022-01-29,Credit,Transfer,4052.91,184043.94,Mobile App,Transfer via Mobile App,Success
387,ABL-10008,2024-11-24,Credit,Investment,6461.39,190505.33,Mobile App,Investment via Mobile App,Success
388,ABL-10008,2024-12-25,Debit,Utility Bill,18734.6,171770.73,ATM,Utility Bill via ATM,Success
389,ABL-10008,2025-09-09,Credit,Cash Withdrawal,4683.93,176454.66,Branch,Cash Withdrawal via Branch,Success
390,ABL-10008,2025-04-04,Debit,Cash Withdrawal,26519.82,149934.84,POS,Cash Withdrawal via POS,Success
391,ABL-10008,2025-07-12,Debit,Salary,38594.74,111340.1,ATM,Salary via ATM,Success
392,ABL-10008,2023-03-08,Debit,Loan Payment,16126.95,95213.15,Mobile App,Loan Payment via Mobile App,Success
393,ABL-10008,2022-03-25,Credit,Transfer,21143.37,116356.52,Mobile App,Transfer via Mobile App,Failed
394,ABL-10009,2022-01-21,Debit,Shopping,12663.12,310328.71,POS,Shopping via POS,Success
395,ABL-10009,2018-06-07,Credit,Loan Payment,13002.72,323331.43,Online,Loan Payment via Online,Success
396,ABL-10009,2022-07-16,Credit,Shopping,4315.96,327647.39,ATM,Shopping via ATM,Failed
397,ABL-10009,2021-02-15,Credit,Insurance,24273.08,351920.47,Online,Insurance via Online,Success
398,ABL-10009,2019-12-14,Credit,Loan Payment,20991.61,372912.08,Online,Loan Payment via Online,Success
399,ABL-10009,2020-10-28,Debit,Investment,35668.8,337243.28,ATM,Investment via ATM,Success
400,ABL-10009,2019-04-29,Debit,Transfer,34569.45,302673.83,Mobile App,Transfer via Mobile App,Success
401,ABL-10009,2018-12-14,Credit,Salary,12691.12,315364.95,Mobile App,Salary via Mobile App,Failed
402,ABL-10009,2021-03-28,Debit,Loan Payment,21653.88,293711.07,ATM,Loan Payment via ATM,Success
403,ABL-10009,2019-12-01,Credit,Salary,8765.68,302476.75,ATM,Salary via ATM,Success
404,ABL-10009,2022-06-09,Debit,Cash Withdrawal,32869.07,269607.68,ATM,Cash Withdrawal via ATM,Success
405,ABL-10009,2018-05-17,Debit,Transfer,21123.73,248483.95,POS,Transfer via POS,Success
406,ABL-10009,2021-05-08,Debit,Cash Withdrawal,15135.51,233348.44,Branch,Cash Withdrawal via Branch,Success
407,ABL-10009,2022-11-02,Credit,Salary,37690.43,271038.87,Online,Salary via Online,Success
408,ABL-10009,2018-11-01,Credit,Shopping,6733.9,277772.77,ATM,Shopping via ATM,Success
409,ABL-10009,2020-07-14,Credit,Loan Payment,23595.47,301368.24,Mobile App,Loan Payment via Mobile App,Pending
410,ABL-10009,2020-02-19,Debit,Loan Payment,19335.22,282033.02,Branch,Loan Payment via Branch,Success
411,ABL-10009,2022-09-24,Credit,Investment,46090.43,328123.45,Online,Investment via Online,Success
412,ABL-10009,2020-07-04,Credit,Utility Bill,44884.62,373008.07,Mobile App,Utility Bill via Mobile App,Success
413,ABL-10009,2022-07-25,Debit,Shopping,18868.13,354139.94,POS,Shopping via POS,Success
414,ABL-10009,2020-01-23,Credit,Cash Withdrawal,32844.25,386984.19,POS,Cash Withdrawal via POS,Success
415,ABL-10009,2020-07-09,Debit,Investment,11088.13,375896.06,Online,Investment via Online,Success
416,ABL-10009,2019-10-25,Debit,Salary,29181.34,346714.72,ATM,Salary via ATM,Success
417,ABL-10009,2020-06-02,Debit,Investment,35096.48,311618.24,Online,Investment via Online,Failed
418,ABL-10009,2022-02-28,Credit,Transfer,4727.44,316345.68,Online,Transfer via Online,Pending
419,ABL-10009,2022-09-25,Debit,Salary,37573.34,278772.34,Branch,Salary via Branch,Success
420,ABL-10009,2019-01-30,Debit,Shopping,37536.37,241235.97,ATM,Shopping via ATM,Success
421,ABL-10009,2019-06-13,Credit,Loan Payment,23421.72,264657.69,Online,Loan Payment via Online,Success
422,ABL-10009,2019-05-17,Credit,Cash Withdrawal,22537.41,287195.1,Mobile App,Cash Withdrawal via Mobile App,Success
423,ABL-10009,2022-05-25,Credit,Cash Withdrawal,11057.47,298252.57,POS,Cash Withdrawal via POS,Success
424,ABL-10009,2019-11-13,Debit,Cash Withdrawal,40819.82,257432.75,Branch,Cash Withdrawal via Branch,Success
425,ABL-10009,2018-11-08,Debit,Loan Payment,17345.03,240087.72,Branch,Loan Payment via Branch,Success
426,ABL-10010,2023-01-20,Debit,Transfer,38476.93,30450.89,Branch,Transfer via Branch,Success
427,ABL-10010,2027-03-25,Debit,Cash Withdrawal,35870.94,0.0,Mobile App,Cash Withdrawal via Mobile App,Success
428,ABL-10010,2026-09-27,Debit,Shopping,48431.92,0.0,Mobile App,Shopping via Mobile App,Success
429,ABL-10010,2026-11-30,Debit,Salary,39394.5,0.0,ATM,Salary via ATM,Success
430,ABL-10010,2026-07-06,Debit,Cash Withdrawal,48231.3,0.0,Online,Cash Withdrawal via Online,Success
431,ABL-10010,2023-03-19,Credit,Utility Bill,48732.45,48732.45,Branch,Utility Bill via Branch,Success
432,ABL-10010,2026-01-17,Debit,Investment,15034.59,33697.86,Branch,Investment via Branch,Success
433,ABL-10010,2026-05-28,Credit,Shopping,45439.94,79137.8,Mobile App,Shopping via Mobile App,Success
434,ABL-10010,2023-11-14,Debit,Cash Withdrawal,41728.41,37409.39,Mobile App,Cash Withdrawal via Mobile App,Success
435,ABL-10010,2025-07-10,Credit,Insurance,46521.92,83931.31,ATM,Insurance via ATM,Pending
436,ABL-10010,2025-11-17,Credit,Transfer,19263.77,103195.08,ATM,Transfer via ATM,Failed
437,ABL-10010,2025-06-26,Debit,Shopping,23599.14,79595.94,Mobile App,Shopping via Mobile App,Success
438,ABL-10010,2022-09-12,Debit,Investment,19961.84,59634.1,POS,Investment via POS,Success
439,ABL-10010,2022-10-01,Debit,Utility Bill,27915.68,31718.42,Branch,Utility Bill via Branch,Success
440,ABL-10010,2025-11-13,Debit,Salary,15477.32,16241.1,Mobile App,Salary via Mobile App,Success
441,ABL-10010,2025-01-13,Debit,Shopping,46327.58,0.0,Online,Shopping via Online,Success
442,ABL-10010,2026-03-03,Credit,Loan Payment,35120.89,35120.89,Online,Loan Payment via Online,Success
443,ABL-10010,2027-02-22,Debit,Utility Bill,6723.29,28397.6,POS,Utility Bill via POS,Success
444,ABL-10010,2026-10-29,Debit,Shopping,30517.57,0.0,POS,Shopping via POS,Success
445,ABL-10010,2022-10-20,Debit,Insurance,6672.03,0.0,Online,Insurance via Online,Success
446,ABL-10010,2026-11-08,Credit,Cash Withdrawal,40699.77,40699.77,Online,Cash Withdrawal via Online,Success
447,ABL-10010,2023-12-10,Credit,Investment,17721.73,58421.5,POS,Investment via POS,Success
448,ABL-10010,2023-08-22,Debit,Transfer,6864.82,51556.68,Mobile App,Transfer via Mobile App,Success
449,ABL-10010,2027-05-29,Credit,Cash Withdrawal,24461.41,76018.09,ATM,Cash Withdrawal via ATM,Success
450,ABL-10010,2024-04-26,Credit,Loan Payment,14994.44,91012.53,ATM,Loan Payment via ATM,Failed
451,ABL-10010,2025-10-11,Debit,Utility Bill,3648.13,87364.4,Mobile App,Utility Bill via Mobile App,Success
452,ABL-10010,2026-09-20,Debit,Investment,14758.81,72605.59,ATM,Investment via ATM,Failed
453,ABL-10010,2023-10-27,Credit,Utility Bill,813.19,73418.78,POS,Utility Bill via POS,Success
454,ABL-10010,2023-06-28,Debit,Cash Withdrawal,22974.26,50444.52,POS,Cash Withdrawal via POS,Failed
455,ABL-10010,2026-07-02,Debit,Transfer,10509.08,39935.44,Mobile App,Transfer via Mobile App,Success
456,ABL-10010,2023-02-06,Debit,Transfer,8034.59,31900.85,POS,Transfer via POS,Success
457,ABL-10010,2024-04-04,Debit,Shopping,25773.66,6127.19,Mobile App,Shopping via Mobile App,Success
458,ABL-10010,2025-09-29,Debit,Loan Payment,33344.89,0.0,Branch,Loan Payment via Branch,Success
459,ABL-10010,2024-10-23,Credit,Transfer,23659.41,23659.41,Branch,Transfer via Branch,Success
460,ABL-10010,2025-03-04,Debit,Loan Payment,15324.5,8334.91,Branch,Loan Payment via Branch,Success
461,ABL-10010,2023-06-12,Debit,Insurance,39072.56,0.0,Mobile App,Insurance via Mobile App,Success
462,ABL-10010,2022-08-12,Debit,Investment,32548.35,0.0,ATM,Investment via ATM,Success
463,ABL-10011,2020-11-12,Debit,Utility Bill,5043.31,242698.5,Online,Utility Bill via Online,Success
464,ABL-10011,2025-01-13,Debit,Shopping,47508.89,195189.61,Branch,Shopping via Branch,Success
465,ABL-10011,2021-12-03,Debit,Insurance,5513.58,189676.03,ATM,Insurance via ATM,Success
466,ABL-10011,2021-04-26,Debit,Loan Payment,28128.14,161547.89,Branch,Loan Payment via Branch,Success
467,ABL-10011,2024-12-30,Credit,Cash Withdrawal,9818.21,171366.1,Branch,Cash Withdrawal via Branch,Success
468,ABL-10011,2021-02-05,Debit,Salary,47436.09,123930.01,ATM,Salary via ATM,Success
469,ABL-10011,2024-11-12,Debit,Shopping,40662.52,83267.49,ATM,Shopping via ATM,Success
470,ABL-10011,2021-03-12,Debit,Investment,20697.27,62570.22,ATM,Investment via ATM,Success
471,ABL-10011,2023-07-05,Credit,Insurance,30565.4,93135.62,Online,Insurance via Online,Success
472,ABL-10011,2024-09-26,Credit,Salary,17270.52,110406.14,Online,Salary via Online,Success
473,ABL-10011,2023-01-07,Debit,Loan Payment,17608.81,92797.33,Online,Loan Payment via Online,Success
474,ABL-10011,2023-09-22,Credit,Utility Bill,10199.77,102997.1,Mobile App,Utility Bill via Mobile App,Success
475,ABL-10011,2023-02-02,Debit,Transfer,15857.86,87139.24,Online,Transfer via Online,Success
476,ABL-10011,2021-06-02,Credit,Insurance,21406.18,108545.42,Online,Insurance via Online,Success
477,ABL-10011,2023-10-02,Debit,Shopping,18812.0,89733.42,POS,Shopping via POS,Success
478,ABL-10011,2021-09-15,Debit,Transfer,42596.68,47136.74,ATM,Transfer via ATM,Success
479,ABL-10011,2024-08-05,Debit,Utility Bill,9340.2,37796.54,ATM,Utility Bill via ATM,Success
480,ABL-10011,2022-04-15,Credit,Utility Bill,24129.34,61925.88,ATM,Utility Bill via ATM,Success
481,ABL-10011,2024-05-08,Debit,Loan Payment,29559.82,32366.06,Branch,Loan Payment via Branch,Success
482,ABL-10011,2024-10-19,Debit,Cash Withdrawal,21660.36,10705.7,ATM,Cash Withdrawal via ATM,Success
483,ABL-10011,2023-12-26,Credit,Insurance,38558.87,49264.57,Branch,Insurance via Branch,Success
484,ABL-10011,2022-10-03,Debit,Cash Withdrawal,19968.04,29296.53,ATM,Cash Withdrawal via ATM,Success
485,ABL-10011,2023-11-23,Credit,Salary,41912.19,71208.72,POS,Salary via POS,Success
486,ABL-10011,2024-08-13,Debit,Cash Withdrawal,11130.58,60078.14,Branch,Cash Withdrawal via Branch,Success
487,ABL-10011,2024-09-02,Credit,Loan Payment,6471.96,66550.1,Mobile App,Loan Payment via Mobile App,Success
488,ABL-10011,2022-02-10,Debit,Loan Payment,49770.13,16779.97,Mobile App,Loan Payment via Mobile App,Success
489,ABL-10011,2020-10-02,Credit,Utility Bill,42709.0,59488.97,POS,Utility Bill via POS,Success
490,ABL-10011,2022-02-12,Debit,Salary,41332.74,18156.23,Online,Salary via Online,Success
491,ABL-10011,2025-03-18,Credit,Salary,28893.66,47049.89,POS,Salary via POS,Success
492,ABL-10011,2022-09-20,Credit,Investment,21799.73,68849.62,ATM,Investment via ATM,Success
493,ABL-10011,2023-11-14,Debit,Cash Withdrawal,7407.92,61441.7,Online,Cash Withdrawal via Online,Success
494,ABL-10011,2025-03-21,Credit,Loan Payment,12559.54,74001.24,ATM,Loan Payment via ATM,Success
495,ABL-10011,2022-01-06,Debit,Shopping,29907.23,44094.01,Online,Shopping via Online,Success
496,ABL-10011,2024-05-21,Credit,Investment,27758.01,71852.02,Online,Investment via Online,Pending
497,ABL-10011,2022-12-08,Debit,Utility Bill,1603.15,70248.87,ATM,Utility Bill via ATM,Success
498,ABL-10011,2025-05-26,Credit,Investment,22336.64,92585.51,Online,Investment via Online,Success
499,ABL-10011,2023-03-19,Credit,Loan Payment,12367.26,104952.77,POS,Loan Payment via POS,Success
500,ABL-10011,2025-05-18,Debit,Transfer,6060.53,98892.24,POS,Transfer via POS,Success
501,ABL-10011,2022-09-16,Credit,Investment,27069.23,125961.47,Mobile App,Investment via Mobile App,Success
502,ABL-10011,2025-02-27,Debit,Shopping,47109.29,78852.18,ATM,Shopping via ATM,Success
503,ABL-10011,2021-04-21,Debit,Investment,36916.98,41935.2,ATM,Investment via ATM,Success
504,ABL-10011,2024-02-19,Debit,Insurance,28554.24,13380.96,Branch,Insurance via Branch,Success
505,ABL-10011,2025-04-07,Debit,Shopping,14641.06,0.0,ATM,Shopping via ATM,Success
506,ABL-10011,2023-04-26,Credit,Loan Payment,30722.93,30722.93,Branch,Loan Payment via Branch,Success
507,ABL-10011,2021-01-01,Debit,Utility Bill,39269.83,0.0,ATM,Utility Bill via ATM,Success
508,ABL-10011,2023-04-22,Credit,Salary,13618.16,13618.16,ATM,Salary via ATM,Success
509,ABL-10011,2024-02-12,Credit,Utility Bill,23692.72,37310.88,Branch,Utility Bill via Branch,Success
510,ABL-10011,2022-03-11,Debit,Insurance,713.96,36596.92,Online,Insurance via Online,Success
511,ABL-10011,2024-11-30,Debit,Transfer,20760.92,15836.0,POS,Transfer via POS,Success
512,ABL-10011,2021-12-10,Debit,Cash Withdrawal,45402.9,0.0,ATM,Cash Withdrawal via ATM,Success
513,ABL-10012,2022-11-14,Credit,Utility Bill,11682.03,338864.98,POS,Utility Bill via POS,Success
514,ABL-10012,2021-11-15,Credit,Salary,9950.97,348815.95,ATM,Salary via ATM,Success
515,ABL-10012,2021-01-15,Credit,Salary,42239.34,391055.29,Online,Salary via Online,Success
516,ABL-10012,2021-06-06,Credit,Cash Withdrawal,25042.84,416098.13,ATM,Cash Withdrawal via ATM,Success
517,ABL-10012,2020-12-15,Credit,Cash Withdrawal,14569.5,430667.63,ATM,Cash Withdrawal via ATM,Success
518,ABL-10012,2020-06-22,Credit,Transfer,7500.49,438168.12,Branch,Transfer via Branch,Success
519,ABL-10012,2020-08-14,Credit,Salary,23463.03,461631.15,POS,Salary via POS,Success
520,ABL-10012,2019-09-01,Debit,Salary,18023.37,443607.78,Mobile App,Salary via Mobile App,Success
521,ABL-10012,2023-01-04,Debit,Utility Bill,9708.27,433899.51,Mobile App,Utility Bill via Mobile App,Success
522,ABL-10012,2022-08-13,Credit,Investment,19569.75,453469.26,Branch,Investment via Branch,Success
523,ABL-10012,2021-07-06,Debit,Cash Withdrawal,13885.08,439584.18,Mobile App,Cash Withdrawal via Mobile App,Success
524,ABL-10012,2022-11-25,Debit,Loan Payment,14904.91,424679.27,Branch,Loan Payment via Branch,Success
525,ABL-10012,2021-03-06,Debit,Salary,10507.47,414171.8,Branch,Salary via Branch,Success
